Year,price,Fuel type,Gear box type,Manufacturer,Color,CarName
2020,18832,Hybrid,Automatic,RENAULT,Orange,renault wagon
2024,55917,Hybrid,CVT,SUZUKI,Gold,suzuki suv
2015,21120,Hybrid,Manual,SKODA,Green,skoda suv
2024,16053,Diesel,Automatic,GMC,Purple,gmc truck
2021,51121,Hybrid,Manual,INFINITI,White,infiniti q70
2019,25502,Diesel,CVT,MINI,Navy,mini clubman
2012,31807,Diesel,Semi-Automatic,VOLVO,Maroon,volvo xc60
2014,45228,Electric,Automatic,VOLVO,Orange,volvo v90
2006,16829,Electric,Automatic,RENAULT,Brown,renault wagon
2019,36819,Hybrid,Automatic,HONDA,Red,honda civic
2020,29843,Hybrid,Manual,SUBARU,Blue,subaru outback
2015,13435,Diesel,Semi-Automatic,SEAT,Maroon,seat truck
2008,24924,Petrol,Manual,CHEVROLET,Black,chevrolet silverado
2007,18532,Diesel,Semi-Automatic,SUBARU,Green,subaru outback
2006,69467,Diesel,Manual,BMW,Purple,bmw m3
2021,40781,Hybrid,Semi-Automatic,CHRYSLER,Red,chrysler convertible
2012,76964,Hybrid,CVT,LAND-ROVER,Black,land-rover evoque
2006,7816,Hybrid,Semi-Automatic,CHRYSLER,Green,chrysler minivan
2006,23596,Hybrid,Manual,SEAT,Beige,seat suv
2005,35510,Petrol,Semi-Automatic,CHRYSLER,Yellow,chrysler truck
2005,26874,Electric,Automatic,CHRYSLER,Beige,chrysler wagon
2012,6465,Hybrid,Manual,SUZUKI,Maroon,suzuki suv
2013,26051,Electric,Automatic,JEEP,Navy,jeep renegade
2019,100122,Electric,Automatic,TESLA,Silver,tesla model3
2022,16821,Diesel,Semi-Automatic,HONDA,Yellow,honda civic
2008,50231,Diesel,Semi-Automatic,MERCEDES-BENZ,Maroon,mercedes-benz gls
2007,22912,Diesel,Automatic,FIAT,Green,fiat sedan
2021,28854,Electric,Automatic,CADILLAC,Brown,cadillac sedan
2010,6716,Petrol,Automatic,JEEP,Silver,jeep wagoneer
2012,17719,Electric,Automatic,SKODA,Gold,skoda sedan
2017,48350,Petrol,CVT,SKODA,Maroon,skoda wagon
2015,33558,Electric,Automatic,RAM,Red,ram convertible
2024,44312,Electric,Automatic,JAGUAR,Beige,jaguar epace
2023,49038,Petrol,Automatic,INFINITI,Maroon,infiniti q60
2024,59639,Electric,Automatic,BUICK,Navy,buick suv
2014,60674,Petrol,CVT,LAND-ROVER,Red,land-rover velar
2016,30432,Hybrid,CVT,SKODA,White,skoda crossover
2010,11899,Petrol,Automatic,RENAULT,Beige,renault minivan
2009,22148,Electric,Automatic,CADILLAC,Blue,cadillac minivan
2023,33915,Hybrid,Automatic,JAGUAR,Blue,jaguar fpace
2021,27532,Diesel,Manual,ACURA,Navy,acura mdx
2015,30787,Petrol,CVT,AUDI,Black,audi a8
2009,22076,Petrol,Automatic,BUICK,Beige,buick sedan
2009,29166,Hybrid,Automatic,HYUNDAI,Beige,hyundai kona
2020,13794,Electric,Automatic,TOYOTA,Gold,toyota 4runner
2009,18130,Petrol,CVT,ACURA,Silver,acura tlx
2016,42775,Diesel,Automatic,RAM,White,ram coupe
2022,17954,Petrol,Manual,RAM,Grey,ram hatchback
2008,20671,Electric,Automatic,FIAT,Gold,fiat wagon
2017,47291,Electric,Automatic,MERCEDES-BENZ,Brown,mercedes-benz s600
2010,14670,Electric,Automatic,DODGE,Black,dodge journey
2021,12612,Electric,Automatic,TOYOTA,Silver,toyota yaris
2018,11837,Hybrid,Automatic,TOYOTA,Red,toyota sienna
2016,47467,Electric,Automatic,MINI,Orange,mini paceman
2021,25210,Petrol,Automatic,KIA,Red,kia rio
2017,15431,Hybrid,Semi-Automatic,HYUNDAI,Navy,hyundai accent
2016,37756,Electric,Automatic,MITSUBISHI,Blue,mitsubishi sedan
2021,41161,Petrol,CVT,TOYOTA,Green,toyota sienna
2012,40040,Hybrid,Manual,GMC,Blue,gmc crossover
2017,40348,Diesel,Semi-Automatic,SKODA,Brown,skoda truck
2005,9392,Petrol,Semi-Automatic,SUZUKI,Orange,suzuki hatchback
2007,70570,Electric,Automatic,TESLA,Purple,tesla model3
2020,52325,Petrol,Semi-Automatic,SUZUKI,Orange,suzuki hatchback
2020,20197,Diesel,Semi-Automatic,ACURA,Orange,acura ilx
2012,13842,Diesel,Manual,RENAULT,Silver,renault truck
2024,36581,Hybrid,Automatic,SUBARU,Yellow,subaru wrx
2012,39144,Electric,Automatic,MAZDA,Silver,mazda cx5
2017,31269,Electric,Automatic,TESLA,Orange,tesla modelx
2007,48228,Petrol,CVT,LEXUS,Red,lexus lx570
2016,38653,Electric,Automatic,RENAULT,Silver,renault suv
2020,47103,Hybrid,Automatic,VOLKSWAGEN,Red,vw atlas
2021,49867,Hybrid,CVT,LEXUS,Silver,lexus lc500
2017,44333,Hybrid,Automatic,HYUNDAI,Silver,hyundai sonata
2017,47595,Diesel,CVT,FIAT,Navy,fiat hatchback
2012,84967,Hybrid,Semi-Automatic,JAGUAR,Red,jaguar ftype
2006,17036,Hybrid,Semi-Automatic,CHRYSLER,Beige,chrysler truck
2023,28910,Hybrid,Semi-Automatic,BUICK,White,buick sedan
2016,23546,Electric,Automatic,JEEP,Grey,jeep cherokee
2014,19379,Electric,Automatic,KIA,Black,kia niro
2014,72637,Petrol,Manual,JAGUAR,Red,jaguar fpace
2012,42403,Diesel,Manual,LEXUS,White,lexus gx460
2015,36626,Petrol,Manual,TOYOTA,Beige,toyota sienna
2018,23599,Petrol,CVT,PEUGEOT,Purple,peugeot truck
2010,31248,Diesel,Semi-Automatic,MERCEDES-BENZ,Grey,mercedes-benz amg
2009,23876,Hybrid,CVT,CHRYSLER,Grey,chrysler crossover
2021,55359,Electric,Automatic,TOYOTA,White,toyota corolla
2020,106266,Electric,Automatic,MERCEDES-BENZ,Navy,mercedes-benz glc
2006,20009,Hybrid,Automatic,VOLVO,Navy,volvo c40
2014,16524,Electric,Automatic,HYUNDAI,Yellow,hyundai ioniq
2013,70139,Diesel,Automatic,AUDI,Blue,audi q8
2012,34202,Electric,Automatic,TESLA,Purple,tesla model3
2022,13260,Diesel,Semi-Automatic,MITSUBISHI,Grey,mitsubishi truck
2021,49103,Electric,Automatic,RAM,Red,ram coupe
2005,24752,Electric,Automatic,JEEP,Maroon,jeep gladiator
2018,89992,Electric,Automatic,AUDI,Beige,audi a4
2015,31471,Petrol,Manual,SKODA,Purple,skoda hatchback
2010,46612,Hybrid,Automatic,PORSCHE,Beige,porsche taycan
2014,16064,Petrol,Automatic,ACURA,White,acura rdx
2017,73979,Electric,Automatic,TESLA,White,tesla cybertruck
2013,29296,Petrol,Automatic,KIA,Silver,kia optima
2010,30140,Petrol,Semi-Automatic,TOYOTA,Purple,toyota tacoma
2023,9183,Hybrid,Semi-Automatic,PEUGEOT,Black,peugeot wagon
2013,34862,Petrol,Manual,SUZUKI,Blue,suzuki wagon
2023,12457,Diesel,Automatic,SEAT,Black,seat coupe
2021,8644,Hybrid,Semi-Automatic,RENAULT,Grey,renault minivan
2015,40981,Diesel,CVT,MITSUBISHI,Silver,mitsubishi minivan
2017,25746,Electric,Automatic,HONDA,Navy,honda pilot
2018,68244,Electric,Automatic,JAGUAR,Brown,jaguar epace
2014,23272,Diesel,Automatic,FORD,Silver,ford ranger
2007,8697,Electric,Automatic,BUICK,Blue,buick truck
2019,17771,Diesel,Automatic,HYUNDAI,White,hyundai ioniq
2005,30124,Petrol,CVT,CADILLAC,Yellow,cadillac suv
2006,28434,Electric,Automatic,MAZDA,White,mazda miata
2005,45781,Diesel,CVT,MERCEDES-BENZ,Green,mercedes-benz s600
2009,21525,Hybrid,Semi-Automatic,RAM,Green,ram truck
2014,38785,Petrol,CVT,FORD,Beige,ford mustang
2008,16229,Diesel,CVT,VOLVO,Yellow,volvo s60
2014,10106,Petrol,Manual,RENAULT,Maroon,renault suv
2010,14776,Petrol,Manual,GMC,Green,gmc coupe
2024,11806,Electric,Automatic,HONDA,Blue,honda civic
2005,6288,Hybrid,CVT,FIAT,Beige,fiat convertible
2008,29422,Hybrid,Semi-Automatic,KIA,Yellow,kia forte
2019,35216,Electric,Automatic,FORD,Black,ford focus
2005,15786,Hybrid,Semi-Automatic,CHRYSLER,Orange,chrysler suv
2019,85807,Diesel,Automatic,LEXUS,White,lexus lx570
2009,44551,Petrol,Manual,MERCEDES-BENZ,Beige,mercedes-benz e450
2013,38884,Electric,Automatic,MAZDA,Gold,mazda miata
2008,11279,Petrol,CVT,RAM,Orange,ram minivan
2022,10420,Petrol,Manual,KIA,Black,kia sportage
2012,27446,Petrol,Manual,ACURA,Maroon,acura mdx
2020,61397,Electric,Automatic,ACURA,Blue,acura rdx
2020,7968,Hybrid,CVT,MITSUBISHI,Brown,mitsubishi crossover
2023,41474,Electric,Automatic,TOYOTA,Blue,toyota tundra
2016,41478,Petrol,Manual,FORD,Yellow,ford explorer
2018,96498,Hybrid,CVT,LAND-ROVER,Green,land-rover evoque
2024,45982,Hybrid,Semi-Automatic,FORD,Red,ford focus
2021,59515,Electric,Automatic,LEXUS,Beige,lexus es350
2006,15130,Hybrid,CVT,SKODA,Maroon,skoda minivan
2020,14620,Hybrid,Manual,TOYOTA,White,toyota camry
2011,25985,Petrol,Automatic,DODGE,Beige,dodge ram1500
2007,21769,Electric,Automatic,MAZDA,Silver,mazda cx9
2015,34345,Diesel,Manual,FORD,Brown,ford escape
2018,95661,Petrol,CVT,JAGUAR,Gold,jaguar xf
2019,24611,Electric,Automatic,TESLA,Red,tesla modely
2008,33463,Diesel,CVT,FORD,Red,ford maverick
2008,28596,Diesel,Semi-Automatic,FIAT,Grey,fiat coupe
2023,26819,Hybrid,Semi-Automatic,FIAT,Silver,fiat hatchback
2017,43628,Diesel,Manual,ACURA,Grey,acura rdx
2009,17980,Petrol,Manual,FIAT,Green,fiat minivan
2006,28180,Hybrid,Manual,BMW,Green,bmw 520i
2010,39664,Electric,Automatic,PEUGEOT,Blue,peugeot suv
2011,54665,Hybrid,Manual,LAND-ROVER,Maroon,land-rover range-rover
2015,85842,Electric,Automatic,TESLA,Grey,tesla models
2008,12513,Electric,Automatic,SUZUKI,Orange,suzuki crossover
2018,24374,Electric,Automatic,TESLA,Red,tesla modely
2021,55270,Diesel,Automatic,CHRYSLER,Maroon,chrysler convertible
2020,53112,Electric,Automatic,TESLA,Brown,tesla models
2017,61642,Petrol,Manual,VOLVO,Red,volvo s60
2024,42775,Hybrid,CVT,FIAT,Red,fiat hatchback
2006,20020,Petrol,Manual,HYUNDAI,Purple,hyundai tucson
2010,55483,Petrol,Manual,AUDI,White,audi a6
2008,66776,Electric,Automatic,TESLA,Navy,tesla roadster
2010,12522,Hybrid,Semi-Automatic,JEEP,Black,jeep compass
2016,14248,Hybrid,Manual,BUICK,Grey,buick truck
2008,37833,Electric,Automatic,SKODA,Navy,skoda suv
2010,25772,Diesel,Manual,VOLKSWAGEN,Grey,vw passat
2017,14608,Petrol,CVT,HONDA,Orange,honda accord
2006,14227,Electric,Automatic,HONDA,Grey,honda crv
2019,51169,Diesel,Automatic,RAM,Gold,ram convertible
2016,94102,Petrol,Automatic,LAND-ROVER,Maroon,land-rover defender
2015,17866,Hybrid,Automatic,CHEVROLET,Maroon,chevrolet corvette
2010,40012,Diesel,Semi-Automatic,GMC,Brown,gmc suv
2024,100578,Hybrid,Manual,BMW,Gold,bmw x3
2014,31784,Petrol,Manual,CHRYSLER,Yellow,chrysler crossover
2015,60528,Diesel,Manual,CADILLAC,Red,cadillac suv
2007,37168,Hybrid,Semi-Automatic,SUBARU,Grey,subaru crosstrek
2021,31560,Electric,Automatic,ACURA,Silver,acura ilx
2024,16009,Hybrid,Manual,FIAT,Yellow,fiat sedan
2006,7652,Hybrid,CVT,VOLKSWAGEN,White,vw gti
2020,33465,Electric,Automatic,SKODA,Purple,skoda truck
2007,25859,Electric,Automatic,RAM,Orange,ram minivan
2019,39370,Electric,Automatic,TESLA,Yellow,tesla models
2012,20724,Diesel,Automatic,VOLKSWAGEN,Green,vw id4
2005,8061,Petrol,Semi-Automatic,SKODA,Blue,skoda coupe
2021,48714,Electric,Automatic,MITSUBISHI,Purple,mitsubishi wagon
2022,23163,Hybrid,CVT,FORD,Brown,ford focus
2007,30420,Electric,Automatic,MITSUBISHI,Beige,mitsubishi convertible
2011,38785,Electric,Automatic,SEAT,Navy,seat wagon
2024,39274,Petrol,Manual,RENAULT,Beige,renault sedan
2022,30794,Diesel,Manual,MAZDA,Yellow,mazda mx5
2021,85435,Electric,Automatic,AUDI,Gold,audi q5
2016,21285,Electric,Automatic,SUZUKI,Red,suzuki convertible
2017,28032,Diesel,Semi-Automatic,MAZDA,Grey,mazda miata
2013,39765,Electric,Automatic,HONDA,Maroon,honda ridgeline
2010,34992,Hybrid,Automatic,MINI,Purple,mini countryman
2012,37889,Diesel,Semi-Automatic,SUBARU,Black,subaru brz
2019,78878,Hybrid,Manual,PORSCHE,Gold,porsche macan
2013,38095,Hybrid,Automatic,RAM,Green,ram hatchback
2023,43673,Diesel,Automatic,CHRYSLER,Grey,chrysler minivan
2024,47557,Electric,Automatic,MINI,Red,mini clubman
2024,110162,Diesel,CVT,JAGUAR,Maroon,jaguar xe
2024,37061,Diesel,CVT,VOLKSWAGEN,Red,vw polo
2006,21877,Hybrid,CVT,SEAT,Beige,seat sedan
2011,42949,Petrol,CVT,MINI,Black,mini paceman
2021,43452,Hybrid,Manual,SKODA,Black,skoda truck
2022,16643,Electric,Automatic,PEUGEOT,White,peugeot minivan
2020,38258,Diesel,Manual,NISSAN,Gold,nissan versa
2005,35956,Electric,Automatic,MINI,Gold,mini cooper
2009,51456,Electric,Automatic,INFINITI,Maroon,infiniti qx60
2009,20375,Electric,Automatic,VOLVO,Navy,volvo s60
2015,19782,Diesel,CVT,JEEP,Navy,jeep grand-cherokee
2017,24162,Hybrid,CVT,DODGE,Black,dodge durango
2010,62835,Petrol,Manual,MERCEDES-BENZ,Yellow,mercedes-benz s600
2006,14488,Petrol,Automatic,DODGE,Gold,dodge charger
2024,10052,Electric,Automatic,GMC,Green,gmc suv
2023,26727,Electric,Automatic,MAZDA,Orange,mazda cx3
2023,37578,Hybrid,Semi-Automatic,MERCEDES-BENZ,Gold,mercedes-benz c200
2016,66955,Petrol,Manual,MERCEDES-BENZ,Yellow,mercedes-benz g550
2023,36959,Petrol,Automatic,VOLVO,Maroon,volvo v90
2013,9201,Petrol,CVT,JEEP,Beige,jeep compass
2015,36645,Hybrid,Semi-Automatic,INFINITI,Navy,infiniti q60
2015,10665,Hybrid,Manual,DODGE,Green,dodge ram2500
2009,23023,Diesel,CVT,KIA,Black,kia telluride
2009,20439,Hybrid,Manual,BMW,Maroon,bmw 530i
2021,29850,Electric,Automatic,TESLA,Brown,tesla models
2018,8201,Hybrid,CVT,VOLKSWAGEN,Yellow,vw jetta
2009,35856,Electric,Automatic,SEAT,Navy,seat suv
2019,43816,Petrol,CVT,MINI,Yellow,mini coupe
2021,42087,Electric,Automatic,HONDA,Orange,honda crv
2010,23569,Petrol,Semi-Automatic,GMC,Orange,gmc wagon
2013,31506,Hybrid,Manual,FORD,Gold,ford expedition
2015,36763,Diesel,Semi-Automatic,NISSAN,Grey,nissan altima
2023,46240,Diesel,CVT,VOLVO,Navy,volvo xc60
2022,42757,Hybrid,Semi-Automatic,FORD,Orange,ford edge
2009,38367,Hybrid,Semi-Automatic,VOLKSWAGEN,Gold,vw touareg
2005,34300,Hybrid,Manual,PEUGEOT,Blue,peugeot minivan
2017,59877,Diesel,Semi-Automatic,BMW,Green,bmw x2
2015,12799,Electric,Automatic,SUBARU,Beige,subaru outback
2015,52959,Petrol,CVT,CADILLAC,Yellow,cadillac coupe
2008,20095,Electric,Automatic,LAND-ROVER,Beige,land-rover sport
2006,61879,Electric,Automatic,LAND-ROVER,Silver,land-rover range-rover
2021,44393,Petrol,Manual,SUZUKI,Gold,suzuki coupe
2016,57464,Diesel,Semi-Automatic,JAGUAR,Purple,jaguar xe
2022,11625,Hybrid,Semi-Automatic,HYUNDAI,Beige,hyundai accent
2017,50490,Hybrid,CVT,HYUNDAI,Orange,hyundai kona
2015,43859,Petrol,CVT,BUICK,Gold,buick suv
2006,32184,Petrol,Semi-Automatic,PEUGEOT,Purple,peugeot hatchback
2021,46948,Electric,Automatic,SKODA,Maroon,skoda sedan
2006,40616,Hybrid,Manual,CADILLAC,Orange,cadillac wagon
2018,15403,Petrol,Semi-Automatic,SUBARU,Brown,subaru crosstrek
2008,34904,Hybrid,Semi-Automatic,MINI,Purple,mini cooper
2015,60581,Hybrid,Automatic,ACURA,White,acura tlx
2010,16443,Electric,Automatic,RAM,Navy,ram hatchback
2009,27588,Diesel,Semi-Automatic,MERCEDES-BENZ,Purple,mercedes-benz c300
2020,17745,Hybrid,Automatic,FIAT,Yellow,fiat wagon
2015,34240,Hybrid,Semi-Automatic,SUZUKI,Blue,suzuki truck
2024,47854,Petrol,CVT,FIAT,Brown,fiat minivan
2011,29393,Electric,Automatic,HYUNDAI,Purple,hyundai kona
2011,23391,Electric,Automatic,HYUNDAI,Maroon,hyundai accent
2020,39968,Hybrid,Automatic,FORD,Yellow,ford maverick
2020,20902,Diesel,Manual,ACURA,White,acura rdx
2013,40527,Petrol,Automatic,SUZUKI,Silver,suzuki coupe
2016,28701,Hybrid,Manual,SUBARU,Red,subaru brz
2007,22076,Hybrid,Manual,LEXUS,Silver,lexus gs350
2018,37965,Petrol,CVT,PEUGEOT,Maroon,peugeot wagon
2015,24413,Diesel,CVT,FORD,Green,ford fusion
2021,39289,Diesel,Manual,FORD,Grey,ford explorer
2007,19618,Diesel,Manual,VOLKSWAGEN,White,vw tiguan
2014,61325,Electric,Automatic,TESLA,Orange,tesla modely
2019,14934,Hybrid,Semi-Automatic,KIA,Red,kia k5
2014,26204,Electric,Automatic,SUZUKI,Maroon,suzuki minivan
2009,21714,Petrol,Semi-Automatic,TOYOTA,Blue,toyota rav4
2011,34541,Hybrid,Automatic,SEAT,Blue,seat hatchback
2019,14605,Petrol,Automatic,SKODA,Black,skoda suv
2010,65842,Electric,Automatic,TESLA,Gold,tesla modely
2018,40451,Diesel,CVT,INFINITI,Brown,infiniti qx50
2022,31908,Diesel,Automatic,RAM,Green,ram hatchback
2018,31796,Electric,Automatic,GMC,Orange,gmc coupe
2015,20195,Hybrid,CVT,SUZUKI,Orange,suzuki wagon
2013,26915,Diesel,Manual,CADILLAC,Green,cadillac crossover
2022,38975,Petrol,CVT,MAZDA,Green,mazda cx5
2018,21220,Diesel,Automatic,SUZUKI,Black,suzuki minivan
2013,25742,Hybrid,Automatic,RENAULT,Orange,renault coupe
2012,45499,Petrol,Automatic,LEXUS,Green,lexus ls500
2015,16548,Petrol,Manual,CHRYSLER,Purple,chrysler hatchback
2024,24969,Electric,Automatic,DODGE,Beige,dodge ram1500
2007,23652,Hybrid,Semi-Automatic,HYUNDAI,Brown,hyundai accent
2009,35817,Electric,Automatic,VOLKSWAGEN,Grey,vw jetta
2010,20852,Hybrid,Automatic,KIA,Yellow,kia forte
2014,79907,Hybrid,Semi-Automatic,JAGUAR,Beige,jaguar epace
2008,21275,Electric,Automatic,HONDA,White,honda odyssey
2006,47407,Petrol,Automatic,MERCEDES-BENZ,Red,mercedes-benz gle
2015,25876,Petrol,Semi-Automatic,CADILLAC,Green,cadillac suv
2017,11988,Electric,Automatic,SUBARU,Green,subaru legacy
2006,20299,Electric,Automatic,TESLA,Gold,tesla cybertruck
2015,33308,Electric,Automatic,HYUNDAI,Brown,hyundai kona
2013,17996,Electric,Automatic,TOYOTA,Beige,toyota tacoma
2014,42046,Petrol,Semi-Automatic,BUICK,Yellow,buick convertible
2023,46248,Hybrid,Semi-Automatic,SEAT,Purple,seat suv
2020,19785,Hybrid,Semi-Automatic,RENAULT,Black,renault crossover
2007,14132,Petrol,Automatic,GMC,Orange,gmc crossover
2021,32809,Electric,Automatic,HYUNDAI,Silver,hyundai accent
2024,54397,Diesel,CVT,LEXUS,Gold,lexus rx350
2021,42927,Electric,Automatic,DODGE,White,dodge durango
2008,23182,Petrol,Semi-Automatic,LEXUS,Silver,lexus lx570
2008,9308,Hybrid,Manual,TOYOTA,Black,toyota yaris
2006,55809,Petrol,Automatic,PORSCHE,Orange,porsche 911
2022,43314,Hybrid,Manual,JAGUAR,Purple,jaguar ipace
2014,43393,Hybrid,Manual,RAM,Orange,ram wagon
2018,44439,Hybrid,CVT,PEUGEOT,Grey,peugeot suv
2020,38931,Electric,Automatic,BUICK,Navy,buick crossover
2021,23938,Petrol,Semi-Automatic,GMC,Maroon,gmc minivan
2011,57552,Hybrid,Semi-Automatic,ACURA,Grey,acura nsx
2016,46608,Hybrid,CVT,HYUNDAI,White,hyundai tucson
2005,41452,Diesel,Automatic,AUDI,Green,audi tt
2008,36795,Electric,Automatic,TESLA,White,tesla roadster
2010,46227,Electric,Automatic,CADILLAC,Maroon,cadillac coupe
2013,79290,Diesel,CVT,JAGUAR,Brown,jaguar xj
2020,36120,Hybrid,Manual,CHRYSLER,Red,chrysler wagon
2008,54454,Electric,Automatic,TESLA,Grey,tesla roadster
2008,50430,Electric,Automatic,AUDI,White,audi rs7
2011,66304,Hybrid,Automatic,LAND-ROVER,Yellow,land-rover range-rover
2014,48754,Hybrid,Semi-Automatic,CADILLAC,Silver,cadillac minivan
2023,53871,Diesel,Semi-Automatic,MERCEDES-BENZ,Brown,mercedes-benz g550
2012,7437,Diesel,Semi-Automatic,TOYOTA,White,toyota avalon
2010,17885,Diesel,Manual,TOYOTA,Red,toyota highlander
2021,28452,Diesel,Manual,PORSCHE,White,porsche cayenne
2021,21846,Electric,Automatic,NISSAN,Maroon,nissan kicks
2015,40834,Electric,Automatic,AUDI,White,audi a4
2018,48031,Hybrid,Automatic,INFINITI,Gold,infiniti q50
2023,51146,Petrol,Automatic,SUZUKI,Grey,suzuki suv
2010,12881,Hybrid,Manual,MAZDA,Yellow,mazda mazda3
2018,37937,Electric,Automatic,INFINITI,Silver,infiniti q60
2008,24260,Diesel,CVT,MINI,Gold,mini clubman
2010,41726,Hybrid,Automatic,MITSUBISHI,Navy,mitsubishi sedan
2020,43118,Hybrid,CVT,RENAULT,White,renault hatchback
2010,40709,Petrol,CVT,MITSUBISHI,Purple,mitsubishi crossover
2010,39846,Diesel,Semi-Automatic,SEAT,Green,seat wagon
2011,40182,Petrol,CVT,CADILLAC,Black,cadillac convertible
2023,57258,Petrol,Automatic,CHEVROLET,Gold,chevrolet equinox
2016,24755,Petrol,Automatic,RENAULT,Orange,renault truck
2006,14918,Diesel,Semi-Automatic,SUBARU,Silver,subaru brz
2017,34478,Diesel,Manual,FIAT,Beige,fiat sedan
2021,53110,Hybrid,CVT,SKODA,Maroon,skoda suv
2018,9449,Hybrid,CVT,PEUGEOT,Yellow,peugeot convertible
2017,9551,Hybrid,Automatic,RAM,Black,ram suv
2010,24157,Electric,Automatic,DODGE,Beige,dodge ram2500
2006,7843,Petrol,Semi-Automatic,PEUGEOT,Maroon,peugeot suv
2009,25722,Hybrid,Automatic,NISSAN,Yellow,nissan versa
2021,32892,Hybrid,CVT,CHRYSLER,Navy,chrysler truck
2020,44885,Electric,Automatic,VOLKSWAGEN,Purple,vw taos
2012,24845,Electric,Automatic,CHEVROLET,Silver,chevrolet impala
2020,75935,Petrol,Manual,MERCEDES-BENZ,Purple,mercedes-benz e450
2005,64397,Diesel,Manual,PORSCHE,Green,porsche taycan
2021,31528,Electric,Automatic,FIAT,Gold,fiat coupe
2020,76658,Diesel,Semi-Automatic,LAND-ROVER,Grey,land-rover range-rover
2016,16514,Electric,Automatic,GMC,Orange,gmc coupe
2012,19801,Diesel,CVT,SUZUKI,Red,suzuki sedan
2009,38699,Electric,Automatic,KIA,Grey,kia optima
2022,26024,Hybrid,Automatic,BUICK,Purple,buick truck
2014,30918,Electric,Automatic,TESLA,Orange,tesla modely
2011,34166,Petrol,CVT,VOLKSWAGEN,Green,vw id4
2005,10674,Petrol,Semi-Automatic,FORD,Navy,ford edge
2022,13189,Hybrid,Semi-Automatic,MAZDA,Black,mazda cx30
2020,54641,Diesel,Manual,BMW,Red,bmw m5
2014,14790,Hybrid,Automatic,SEAT,Black,seat coupe
2015,36794,Petrol,Automatic,KIA,Yellow,kia soul
2007,56194,Petrol,CVT,JAGUAR,White,jaguar xf
2024,39981,Hybrid,Semi-Automatic,SUZUKI,Brown,suzuki hatchback
2021,54757,Electric,Automatic,FORD,Purple,ford escape
2007,68611,Hybrid,Automatic,MERCEDES-BENZ,Silver,mercedes-benz s500
2014,44927,Petrol,Manual,INFINITI,Navy,infiniti q70
2021,24253,Electric,Automatic,SUZUKI,White,suzuki wagon
2020,42515,Electric,Automatic,DODGE,Orange,dodge ram1500
2012,43474,Petrol,CVT,KIA,Red,kia stinger
2018,12984,Petrol,Manual,MITSUBISHI,Orange,mitsubishi truck
2023,9829,Hybrid,CVT,PEUGEOT,Navy,peugeot sedan
2020,51076,Diesel,Manual,SUZUKI,Yellow,suzuki minivan
2009,67842,Electric,Automatic,AUDI,Brown,audi a3
2020,10950,Hybrid,Automatic,CHRYSLER,Yellow,chrysler suv
2013,15957,Hybrid,Manual,KIA,Blue,kia niro
2016,31958,Electric,Automatic,GMC,Purple,gmc coupe
2014,44362,Diesel,Manual,LAND-ROVER,Blue,land-rover range-rover
2012,29746,Electric,Automatic,SUBARU,Blue,subaru forester
2009,36915,Electric,Automatic,RAM,Green,ram suv
2016,19421,Petrol,CVT,CHEVROLET,Green,chevrolet camaro
2010,46287,Petrol,Automatic,VOLVO,Red,volvo xc60
2021,15895,Electric,Automatic,TOYOTA,Yellow,toyota highlander
2015,15101,Hybrid,Manual,RENAULT,Yellow,renault truck
2019,32593,Electric,Automatic,PORSCHE,Maroon,porsche macan
2009,51167,Electric,Automatic,BMW,Gold,bmw m3
2017,24299,Diesel,Automatic,KIA,Yellow,kia k5
2012,29978,Petrol,Automatic,PORSCHE,Gold,porsche boxster
2022,46392,Electric,Automatic,MITSUBISHI,Navy,mitsubishi suv
2015,44320,Diesel,Automatic,VOLVO,Grey,volvo xc40
2006,32154,Petrol,Semi-Automatic,JEEP,Purple,jeep renegade
2014,15483,Hybrid,Automatic,SEAT,Beige,seat crossover
2020,53102,Electric,Automatic,RAM,Grey,ram coupe
2011,73213,Petrol,Automatic,PORSCHE,Maroon,porsche macan
2008,39034,Hybrid,CVT,BMW,Beige,bmw x3
2011,42148,Electric,Automatic,CHEVROLET,Black,chevrolet cruze
2024,37849,Petrol,Semi-Automatic,PEUGEOT,Navy,peugeot hatchback
2021,27296,Diesel,CVT,JAGUAR,White,jaguar xj
2011,75329,Electric,Automatic,TESLA,Black,tesla modely
2020,10053,Electric,Automatic,MINI,Green,mini cooper
2024,59201,Petrol,Automatic,GMC,Grey,gmc crossover
2015,20603,Petrol,Semi-Automatic,SEAT,Silver,seat minivan
2024,58876,Petrol,CVT,MITSUBISHI,Red,mitsubishi minivan
2015,37740,Petrol,Semi-Automatic,RAM,Beige,ram coupe
2022,30104,Hybrid,Automatic,RENAULT,Silver,renault hatchback
2022,24214,Electric,Automatic,NISSAN,Maroon,nissan sentra
2011,26087,Diesel,CVT,JEEP,White,jeep wagoneer
2018,24242,Hybrid,Semi-Automatic,CHEVROLET,Green,chevrolet suburban
2017,13723,Petrol,Manual,SUBARU,Beige,subaru ascent
2009,11430,Diesel,CVT,PEUGEOT,Blue,peugeot hatchback
2013,6808,Petrol,Manual,HONDA,Maroon,honda crv
2015,40573,Electric,Automatic,MAZDA,Maroon,mazda mazda3
2022,16982,Petrol,Automatic,SKODA,Brown,skoda crossover
2005,24811,Hybrid,Manual,CHEVROLET,Maroon,chevrolet cruze
2009,34412,Electric,Automatic,RENAULT,Gold,renault truck
